ID,Category,Title,Content,Severity
22,Symptoms,Financial Difficulties because of Alcohol Related Expenditure,"Regularly spending large sums of money on alcohol can lead to financial difficulties and debt. This is more concerning if the individual prioritizes buying alcohol over necessary expenses like food, rent, or bills.",6
23,Symptoms,Increased Isolation and Preference for Solitude,"If an individual increasingly prefers being alone and isolates themselves to drink, it may be a sign of alcohol dependence. They may do this to hide their drinking from others or because alcohol has taken precedence over their relationships and social interactions.",7
24,Symptoms,Drinking Alcohol to 'Feel Normal' or 'Function',"When an individual needs to consume alcohol to feel normal or to go about their daily routine, this is a sign of alcohol dependence. The lack of alcohol can lead to withdrawal symptoms, making normal functioning difficult without alcohol.",9
25,Symptoms,Inability to Handle Alcohol-related Criticism or Confrontation,"If an individual reacts defensively, agitatedly, or aggressively to concerns or criticisms about their drinking habits expressed by loved ones, it may be a symptom of alcohol dependence. They might deny there's a problem or make excuses for their excessive drinking.",7
26,Symptoms,Neglecting Important Life Aspects,"When alcohol consumption results in neglecting important aspects of life like work, school, family obligations, or self-care, it's a clear sign of alcohol dependence. The person’s priorities shift waiting them favor drinking alcohol over fulfilling their responsibilities.",8
27,Symptoms,Persistently Suffering from Alcohol poisoning.,"This involves repeated episodes of alcohol poisoning marked by severe physical illness, unconsciousness, or hospitalization after excessive drinking. The person may be simultaneously aware of this risk but continue their pattern of heavy drinking.",10
28,Symptoms,High Frequency of Alcohol Consumption,"Consuming alcohol multiple times within a day or throughout the week is a prominent sign of dependence. This can be demonstrated by daily or near-daily consumption of alcohol, often to the point of intoxication.",9
29,Symptoms,Accelerated Consumption of Alcohol,Alcohol-dependent individuals often drink quickly or gulp their drinks. This accelerated rate of consumption can result in rapid intoxication and is often a sign of their desire to feel alcohol's effects quickly.,7
30,Symptoms,Using Alcohol as a Sleep Aid,"Depending on alcohol to induce sleep is a common symptom of dependence. The individual might have difficulty falling asleep without alcohol and may drink specifically to facilitate sleep, despite the negative consequences on sleep quality.",8
31,Symptoms,Inability to Express Emotions without Alcohol,"If an individual regularly uses alcohol as a means to express their feelings or deal with emotional situations, this could be a sign of dependence. Rather than dealing with emotions in a healthy and productive way, the individual may rely on alcohol as an emotional crutch.",7
32,Symptoms,Repeated Unsuccessful Attempts to Quit Drinking,"An individual may try to quit or cut back on their drinking multiple times without success. Despite their intentions and efforts, they may find themselves repeatedly returning to heavy drinking, demonstrating their difficulty in maintaining sobriety.",8
33,Symptoms,High Level of Alcohol Tolerance,"Over time, regular heavy drinking can lead to increased tolerance to alcohol. This means the individual needs more alcohol to achieve the same effects, which can lead to increased consumption and perpetuates the cycle of dependence.",8
34,Symptoms,Regular Morning Drinking,Drinking alcohol immediately upon waking or early in the morning is a common symptom of alcohol dependence. The individual may feel the need to drink in order to start their day or to alleviate feelings of withdrawal after a night without alcohol.,9
35,Symptoms,Being Dishonest about Drinking Habits,"Individuals with alcohol dependence often lie about or minimize the extent of their drinking. In an attempt to hide their drinking habits, they may drink in secrecy or lie about the amount they consume.",7
36,Symptoms,Alcohol-subordinate Damages in Social Life,"The impact of alcohol dependence often extends to the person's social life. The person may lose friends, face family problems, or encounter legal issues as a direct result of their alcohol consumption, but continue drinking regardless.",8
37,Symptoms,Risky behaviors under the Influence of Alcohol,"Engaging in risky behaviors while under the influence of alcohol, such as driving, swimming, or engaging in unprotected sex, is a typical symptom of alcohol dependence. This showcases a disregard for personal safety and the safety of others.",10
38,Symptoms,Lack of Interest in Hobbies or Activities,"Those suffering from alcohol dependence may lose interest in once cherished hobbies, pastimes, or social activities because of their drinking. They may stop participating in activities that don't involve drinking, and their life may revolve predominantly around alcohol.",7
39,Symptoms,Breakdown of Personal Relationships,"Alcohol dependence can lead to the breakdown of important personal relationships. This could include the end of romantic relationships, estrangement from family and friends, or conflict with colleagues at work, all due to their excessive drinking.",8
40,Symptoms,Feeling Guilt or Shame about Drinking,"An individual may feel guilty or ashamed about their drinking habits. They might regret things they've done while intoxicated, or feel bad about the impact of their drinking on their loved ones. Despite these feelings, they may not be able to stop drinking.",7
41,Symptoms,Drinking when Faced with Stress,"If an individual consistently turns to alcohol when faced with stress, challenges, or unpleasant emotions, it could be a symptom of dependence. They may use alcohol as a coping mechanism, rather than finding healthier ways to manage their stress.",8
42,Symptoms,Experiencing Alcohol Withdrawal Symptoms,"If a person experiences withdrawal symptoms like shaking, sweating, nausea, insomnia, restlessness, and anxiety when they try to stop drinking or go a while without alcohol, it's a clear sign of alcohol dependence.",10
43,Symptoms,Continued Drinking despite Health Problems,"If an individual continues to drink despite the knowledge that it's worsening a physical or mental health condition, it's a sign of alcohol dependence. They prioritize drinking alcohol over their wellbeing, demonstrating a lack of control over their consumption.",9
44,Symptoms,Ignoring Negative impacts of Drinking,"A person may choose to ignore the negative impacts of their drinking, such as its effect on their health, relationships, or job. Despite the evident consequences, the person may deny the problem, often because they are unable or unwilling to stop drinking.",8
45,Symptoms,Disproportional Anger or Overreaction When Confronted about Drinking,"If an individual responds with disproportional anger or hostility when confronted about their drinking habits, it could be a sign of alcohol dependence. They may become defensive and refuse to discuss or acknowledge the issue.",7
46,Symptoms,Drinking Alone and in Secrecy,"Drinking alone, in secret, or at unusual times of the day, such as in the morning, is a common sign of alcohol dependence. The individual may hide their drinking from others in an attempt to disguise the extent of their alcohol use.",8
47,Symptoms,Falls or Accidents,"Increased falls, injuries, or accidents may be a sign of alcohol dependence. Alcohol can depress the nervous system, affect balance and coordination, and blunt the senses, increasing the risk of accidents.",7
48,Symptoms,Excessive Weight Gain or Loss,"Significant changes in weight without a clear purpose, such as gaining substantial weight due to increased consumption of alcohol, or losing weight due to a decreased appetite, can indicate a dependence on alcohol.",7
49,Symptoms,Consistent Drowsiness or Fatigue,"Being drowsy or fatigued much of the time can be a symptom of alcohol dependence. Alcohol can interfere with sleep cycles and deplete energy levels, leading to chronic fatigue and a constant state of drowsiness.",6
50,Symptoms,Frequently Intoxicated or Hungover,Constant intoxication or recovering from a hangover is a symptom of alcohol dependence. This continual state can severely impact a person's ability to function optimally in their everyday life and activities.,9
51,Symptoms,Using Alcohol as a Meal Replacement,"Opting to consume alcohol in place of meals is a concerning behavior commonly associated with alcohol dependence. The individual may skip meals or choose to drink alcohol instead of eating, signifying a harmful reliance on alcohol for ""nourishment"".",8
52,Symptoms,Neglect of Personal Hygiene,"Neglecting personal hygiene and appearance, including consistently failing to shower, change clothes, or attend to other basic hygiene needs, can be a sign of alcohol dependence. The lack of interest or energy for self-care often corresponds with the prioritization of alcohol.",6
53,Symptoms,Alcohol-Related Legal Issues,"Legal troubles such as DUIs (driving under the influence), public intoxication offenses, or confrontations with law enforcement are often signs of an alcohol dependence. Despite the legal consequences, the individual may continue their heavy drinking.",8
54,Symptoms,Increased Alcohol Consumption after Stressful Events,"An individual who significantly increases their alcohol consumption after a stressful event like a job loss, break-up, or other traumatic experience may be exhibiting symptoms of alcohol dependence, using alcohol as a coping mechanism.",7
55,Symptoms,Consumption of Alcohol in Unsafe Situations,"People with alcohol dependence often exhibit risky behavior, such as drinking while driving, operating heavy machinery, or in environments or situations where drinking is unsafe. This recklessness in the face of danger can signify a lack of control over their alcohol use.",9
56,Symptoms,Unusual Aggression or Irritability,"Dependence on alcohol can result in unusual aggression or irritability. A person may have unexpected outbursts or lose their temper easily, often in relation to their need for alcohol or the effects of alcohol withdrawal.",7
57,Symptoms,Alcohol-Induced Psychosis,"Excessive consumption of alcohol can lead to a severe and potentially dangerous condition known as alcohol-induced psychosis. This involves auditory or visual hallucinations, intense paranoia, and delusions, often accompanied by aggressive or violent behavior.",10
58,Symptoms,Regularly Putting Alcohol above Other Priorities,"Putting the consumption of alcohol above other priorities, such as family, work, or personal well-being, is a strong indicator of alcohol dependency. This may result in neglect of responsibilities, strained interpersonal relations, and self-harm.",9
59,Symptoms,Frequent and Painful Body Tremors,"Regular and painful body tremors, particularly in the hands, are common signs of severe alcohol addiction. These tremors can be a symptom of alcohol withdrawal and often occur a few hours after the last drink.",8
60,Symptoms,Stealing to Afford Alcohol,"If an individual resorts to illegal activities, such as theft, to afford alcohol, this is a severe indicator of alcohol dependence. It signals desperation and the lengths an individual will go to obtain alcohol.",10
61,Symptoms,Denial of Problem despite Clear Evidence,"Individuals with alcohol dependence often deny they have a problem, even in the face of clear evidence such as deteriorating health, job loss, or damage to relationships. They might downplay or lie about their alcohol consumption.",7
62,Symptoms,Inability to Enjoy Activities without Alcohol,Those with alcohol dependence often find it difficult to enjoy activities or events without the presence of alcohol. They might feel uneasy or less entertained at social gatherings where alcohol is not available.,7
63,Symptoms,Deterioration of Physical Health,"Frequent bouts of illness, deteriorating physical health, and the development of alcohol-related diseases (like liver disease) are common signs of alcohol dependence. Despite this health deterioration, they often continue to drink.",8
64,Symptoms,Avoiding Friends and Family to Drink,"Alcohol-dependent individuals might increasingly avoid friends and family to drink alone. They may isolate themselves to avoid judgment, to hide their drinking habits, or because their desire to drink outweighs their desire for social interaction.",7
65,Symptoms,Loss of Interest in Career or Education,"A lack of interest or a significant decline in performance in one's career or education can be a symptom of alcohol dependence. The person may miss work, fail to meet educational obligations, or lose their job or educational opportunities due to their drinking.",7
66,Symptoms,Worsened Depression or Anxiety due to Alcohol,"Regular heavy drinking can worsen existing mental health issues such as depression and anxiety. Despite the negative impact on their mental health, the person may continue to drink, often in an attempt to self-medicate.",9
67,Symptoms,Neglected Personal Appearance and Cleanliness,"Alcohol-dependent individuals may neglect their personal appearance and cleanliness, as their main focus becomes their next drink. This often includes a lack of attention to personal hygiene, wearing dirty or unkempt clothes, and a general disregard for personal appearance.",6
68,Symptoms,Emotional Dependence on Alcohol to Feel Normal,"Emotionally relying on alcohol to feel normal or okay is common in those with alcohol dependence. The person may start feeling anxious, uncomfortable, or restless if they are unable to drink.",8
